"Description","Industry","Org Id","Created At","Specialities","Website","Slug","Country","Size","Enrich Company","Locality","Updated At","Employee Count","Company URL"
"Leverage Robotics, Computer Vision and Internet Of Things technologies to solve real life problems. The target areas are agricultural mechanization, home automation, industrial automation",,10034415,"2023-10-02T16:49:53.000Z","Robotics, Internet Of Things, Machine Vision","grobomac.com","green-robot-machinery","IN","2-10 employees","Green Robot Machinery","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",8,"http://linkedin.com/company/green-robot-machinery"
"PatSeer is an AI-driven patent research platform with integrated analytics, project workflows, and collaboration capabilities. The all-in-one patent solution is trusted by over 8000+ professionals globally.

PatSeer includes more than 165M patents across 108+ countries with a focus on comprehensiveness and accuracy. PatSeer's compelling set of filters, charts, and analytic tools help you generate actionable insights with ease and confidence.

PatSeer is trusted by leading law firms, KPOs, technology startups, and major corporations across 38+ countries.","Business Intelligence Platforms",713105,"2023-10-02T16:49:53.000Z","Patent Search, Patent Database, IP Intelligence, IP Research, Patent Software, Patent Mapping and Landscaping, Patent Research Solutions, Patent Analytics Software, Patent tools","patseer.com","patseer-technologies","IN","51-200 employees","PatSeer","Pune, Maharashtra","2023-10-02T17:10:50.103Z",102,"https://www.linkedin.com/company/gridlogics-technologies-pvt--ltd-"
"Welcome to Grizmo - Empowering Tech Startups!

Grizmo helps in building a successful tech startup and the right team of talented individuals who share your vision and passion. Our platform is designed to seamlessly connect startups with high-quality, independent candidates and companies, ensuring an exceptional fit that leads to the delivery of the best services in the tech sector.

We are driven by a passion for helping our customers set up their base and find their dream team. Our experienced team utilizes a high degree of relevance, drive, and efficiency to supercharge organizations on their growth journey.

Grizmo acts as a compass, guiding businesses in setting up their base and finding their dream team worldwide. We have a global reach, facilitating hires in international markets such as the USA, UK, SEA, and MENA regions through our Grizmo Overseas services.

Click on the link to make your dream team:  http://grizmolabs.com/

️Our specialisations:

1. Leadership Hiring
VP Engineering / CXO
Director of Engineering
Engineering Managers
Stafff Architect
Etc.

2. Mobile Application Development
TOS
Android
React native, Phonegap
3. Data Science & Analytics
Artificial Intelligence
Machine Learning
NLP
Data Modelling
Data Architecture

4. Frontend Developer
Javascript
React.is
Angular.js
Jquery, etc.

5. Backend Developer
Python
Java
Golang
Ruby on Rails

6. DevOps
Node.js
AWS
Google Cloud
Kubernetes
Azure
Cloud Architecture
Docker
Jenkins
Etc.

We match organizations with exceptional talent that aligns with their core values, culture, and DNA is how we fulfill tech hiring dreams. 

For more enquiry about our service, you can email/call us at:
 - info@grizmolabs.com","Staffing and Recruiting",,"2023-10-02T16:49:53.000Z","Global Talent Sourcing, Executive Search, Recruitment Process Outsourcing (RPO), Retained Search, Talent Branding, Contingency Search, Leadership hiring, compensation benchmarking, Talent Maping, Assistance in finding office space, Building remote team, Setup Tech-team from scratch","grizmolabs.com","grizmo-labs","IN","51-200 employees","Grizmo Labs | Empowering Tech Startups|","Bengaluru, Karnataka","2023-10-02T17:10:50.103Z",23,"https://in.linkedin.com/company/grizmo-labs"
"GroMo is on the mission to increase the accessibility of financial products across all corners of the Real Bharat. The penetration of financial products is shallow in India and this is what GroMo is here to fix. We aim to achieve this by creating, training & empowering lakhs of micro-entrepreneurs, and helping them make a good income by advising on and selling financial products in their network.

After spending days out on the streets and understanding the financial challenges faced by people, we started building an ecosystem where we could bring together all financial products in one single app and offer them to people. 

Any one can download our app from the PlayStore and become a GroMo Partner. Once they become a GroMo Partner, they can recommend the right financial products to their customers and make sales. This way they can start their journey to financial freedom by building their own business of selling financial products and earning with GroMo. 

Currently, we are trusted by more than 14 Lakhs GroMo Partners across India and have served over 30 Lakhs customers.If we have to summarize it in one line, our story is about empowering India with financial products.","Financial Services",35573728,"2023-10-02T16:49:53.000Z","","gromo.in","gromofintech","IN","51-200 employees","GroMo","Gurgaon, Haryana","2023-10-02T17:10:50.103Z",467,"https://linkedin.com/company/gromofintech/about"
"Hey!

Grow Indigo was established in 2018 by Mahyco Grow and Indigo Ag. Building on the technological innovation of the two market leaders we thrive to maximize farmer's benefits. Our primary objective is to tackle the challenges farmers face every day and assist them to improve their yields, generate more revenue and implement sustainable farming practices.

We do this through our services across the value chain-
Biologicals - Our sustainable product portfolio for entire cropping system which includes seed treatment, biopesticides, fertilizer substitutes, nutrients and more.
Grow Online - An agri-input e-commerce platform connecting agri-input companies with retailers.
Carbon - Novel income sources for farmers by coupling climate-smart agriculture practices to voluntary carbon markets.
Grow Mandi - A digital marketplace for agri-commodities connecting buyers and sellers across the country.

Does this resonate with your beliefs and actions?
Let's connect!","Farming",42455932,"2023-10-02T16:49:53.000Z","","growindigo.co.in","grow-indigo-pvt-ltd","IN","201-500 employees","Grow Indigo","Dawalwadi","2023-10-02T17:10:50.103Z",230,"https://linkedin.com/company/grow-indigo-pvt-ltd"
"Over 300 million Indians are at risk of lifestyle disease and have nowhere to turn to for support. Grow Fit prevents lifestyle disease through a combination of data science, medical science and behavioural insights. Grow Fit believes in empowering Indians to prevent and even reverse lifestyle disease by addressing its root causes - nutrition, mental wellness, stress, sleep and activity through a combination of expert advice and nutrition delivered to your doorstep.

What can Grow Fit do for YOU?

- Get a free diet plan or consultation from a nutritionist using the Grow Fit app.

- Get meal plans delivered to your doorstep or workplace.

- Give the gift of health to your family - use our healthy snacks and mixes.

Grow comprises chefs, nutritionists and engineers. We dream of a world where people can be their best selves - healthy, joyful and truly alive.",,13248308,"2023-10-02T16:49:53.000Z","Nutrition and Wellness","getgrowfit.com","grow-fit-healthzone-organic-foods-pvt.-ltd.-","IN","11-50 employees","Grow Fit (Healthzone Organic Foods Pvt. Ltd.)","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",18,"http://www.linkedin.com/company/grow-fit-healthzone-organic-foods-pvt.-ltd.-"
"Founded by two brilliant alumni of IIT-Kharagpur Harshwardhan Raikwar and Abhimanyu Dikshit , Guarented came into being in 2015. Seeing the potential and demand in the rented household appliances and furniture space, the company was created to provide affordable and flexible furnishing options to the people of Bangalore. 

Guarented is a platform that caters to people who are pro asset free lifestyles or are not keen on spending too much on household products. By providing premium quality goods at budget-friendly prices and excellent customer support services, Guarented has managed to establish itself as one of the leading players in this space. 

The company also branched into the manufacturing of furniture products recently and is now open to creating custom design furniture as per the customers requirements. Guarented operates through two platforms - renting and selling.",,7599113,"2023-10-02T16:49:53.000Z","Renting, Furniture Rental, Appliance Rental, Electronics Rentals, Rent Appliances Online, Rent Furniture Online, Home Appliances Rental, Home Furniture Rental","guarented.com","guarented","IN","11-50 employees","Guarented","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",46,"http://www.linkedin.com/company/guarented"
"Guise AI at the edge leverages local compute to extract meaningful data delivering better insights for enterprises. We built our technology from the ground up using our patent pending Continuous Learning AI which powers the most adaptive, accurate and efficient streaming data models in the industry.

Our technology deployed at the edge delivers feedback rapidly and locally within the system. Localized processing is more efficient (low latency) and it increases the level of security in terms of data privacy. Clients and Partners who require an accurate, cost-efficient, and secure solution turn to Guise AI to extract patterns and predict from real-time and dynamically changing data in creating the greatest impact for end-users.","Software Development",29366061,"2023-10-02T16:49:53.000Z","Artificial Intelligence","guise.ai","guise-ai","US","11-50 employees","Guise AI","Rolla, MO","2023-10-02T17:10:50.103Z",30,"https://www.linkedin.com/company/guise-ai/"
"About Guitaa Music:
Guitaa Music enables a hassle-free music ecosystem for music lovers right from music learning, to management to industry establishment. The company has the following major  divisions to revolutionise the music industry.
Guitaa Talent Platform- Aims at democratising the way live art is consumed by businesses like hotels, resorts, cafes, lounges, Restaurants, artist managers and any party enthusiast across the globe. The platform makes booking artists hassle-free and transparent. Also the platform is changing the life of artists and helping them monetize their art in no time.  For More details visit - https://talent.guitaa.com/
Infinity Songbook - AI based  Platform to get Instant music tutorials (Chords, notes, Midi etc) for any song in the world in less than 20 sec. Guitaa serves more than 2 Million Users Annually. For More details visit - https://www.guitaa.com/chords
Guitaa Music Academy- Unique Tech driven (Amalgamation of IOT & AI)  Personalised  network of online and offline music learning centres. Currently we have 10 centres in India and are expanding to 1000+ centres PAN india. For More details visit - https://www.guitaa.com/
Guitaa Spark Program - Indias First Development Accelerator Program for budding artists which aims at holistic development, Right from their Training, Mentorship, Branding, Fiance, Portfolio development, Technology enablement , Music Management and Talent Management. For more details visit - http://spark.guitaa.com/
Guitaa Studio - Inhouse facility for Music and Video Production
Guitaa Store - Website for Art lover in general, where they can buy expressive merchandising and Instruments. People can also customise their order.
Guitaa Stories - Feeling demotivated ? chin-up and go to https://stories.guitaa.com/ to read various Music reviews, stories and interviews of 250+ artists across the globe.
And many more verticals in the ecosystem are coming soon",,14389244,"2023-10-02T16:49:53.000Z","","guitaa.com","guitaa","IN","2-10 employees","Guitaa Music","Jaipur, Rajasthan","2023-10-02T17:10:50.103Z",6,"https://linkedin.com/company/guitaa"
"As the internet becomes increasingly global and data-hungry, serving media in a high-performance, low-latency environment is considered table-stakes for all to earn customer trust.

Gumlet offers three products that cover every aspect of media. Gumlet Video, Video Insights, and Image optimization are fully managed solutions for developers, brands, and businesses to ensure exceptional user experience across devices globally. 

**Gumlet Video** is all you need to deliver a seamless video viewing experience to your audience.

**Video Insights** lets everyone measure and improve Video Experience and make data-driven decisions to grow your audience.

**Image Optimization** delivers ~60% more optimized images and GIFs to your websites and apps.

What sets us apart:

- Set up in minutes - APIs and Webhooks help you integrate and automate Gumlet effortlessly and ensure no recurring maintenance.
- Unmatched performance - Best in class video transcoding powered by per-title-encoding and highest possible image optimization without any loss of visual quality
- Reduce CDN costs - Gumlet optimized media files consume ~68% lesser data than the original, and this dramatically reduces the cost of ownership.
- Simple and transparent pricing - One subscription to cover your Video + Image delivery and Video Analytics requirements across your websites and apps.

Gumlet currently serves over a billion media files daily for more than 6,000 customers, including online stores, news sites, blogs, EdTech startups, travel sites, and crowdfunding portals. Our clients range from startups to brands and enterprises, including Colearn, Apna, Simplilearn, 1mg, Bloomberg Quint, YourStory, Superdry, Diesel, Steve Madden, and many more.

Gumlet was founded in 2019 in Singapore by Aditya Patadia & Divyesh Patel. Aditya is also the creator of a prevalent open-source image resize library in PHP language, which he launched in 2012.","Software Development",14430115,"2023-10-02T16:49:53.000Z","SaaS, Video Streaming, SEO, User Experience, Video API, Video Analytics, Content Delivery Network, Video Hosting, Video Transcoding, Video Optimization, Video Compression, Image Optimisation, Video CMS, Image compression, Image API, DevTools, Video Experience","gumlet.com","gumlet","SG","11-50 employees","Gumlet","Singapore, Singapore","2023-10-02T17:10:50.103Z",37,"https://linkedin.com/company/gumlet/about"
"Gullak automates your savings in a 100% secure way. We make it extremely easy for you to save small amounts daily and invest it in wealth-creating assets like gold to meet all your long term financial goals. 

You can set up a recurring daily savings amount or invest the spare change, every time you make an online transaction. Everything is automated yet under your control. You can withdraw, pause, change the frequency, and edit the amount anytime.  

Achieve your financial goals with small, smart savings and secure your future with Gullak. Start your wealth creation journey in just 30 seconds and live a stress-free life.",,81619019,"2023-10-02T16:49:53.000Z","","gullak.money","gullak-money","IN","11-50 employees","Gullak: India's Savings App","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",19,"https://linkedin.com/company/gullak-money"
"Guruji.com is the first crawler based search engine developed completely in India and designed to make search simple for Indian users. Our proprietary algorithm automatically identifies content on the web and organizes it in such a way that Indian users get search results that are most relevant, real fast.",,63598,"2023-10-02T16:49:53.000Z","Search","guruji.com","guruji.com","IN","51-200 employees","Guruji.com","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",15,"http://linkedin.com/company/guruji.com"
"Every year, tens of thousands of talented students are unable to reach their full potential due to lack of reasonable financing. 

GyanDhan solves for this problem. We are an education financing marketplace, wherein we gather and curate students using our internal risk scoring model. This enables lenders - both institutions and individuals - to finance the students of their choice, either through loans or scholarships.",,6587131,"2023-10-02T16:49:53.000Z","Finance and Education loan","gyandhan.com","gyandhan","IN","51-200 employees","GyanDhan","New Delhi, Delhi","2023-10-02T17:10:50.103Z",139,"http://linkedin.com/company/gyandhan"
"Founded in 2013, RoundGlass Gympik is Indias largest fitness discovery & trusted online membership selling platform that rounds up the best gyms,yoga,Zumba and dance classes,Pilate studios, aerobic centres in the city. With more than 12,000 fitness centres,7000 trainers & more than half a million unique visitors on the website each month, Gympik is influencing the way people look at fitness & wellness.It has raised its Series-A funding from US based venture capitalist firm-Round Glass Partners(Seattle).

Gympik was founded by Amaresh Ojha, an IIM alumnus, who has profound expertise in the IT & management arena by way of his experience at Sun Microsystems, CISCO & Intuit. Along with the Co-Founder,Karan Malik, the leadership team consists of passionate industry professionals with the sole motto of creating exclusive fitness experience & contributing towards revolutionising the same.

Traqade, powered by RoundGlass Gympik, is a leading software provider for the Indian fitness industry. It provides an all-in-one club management platform with intuitive & easy-to-use features like member management, integrated payment processing, Innovative Workout tracking, Advanced Business Insights & Reports, Marketing & Social Media automation etc.

Our trusted corporate wellness program has helped numerous companies to create a healthy & empowered workforce including Landmark, JLL, MindTree, Hitachi,Tech Mahindra, ITC, TAJ, Sapient, Yes Bank, AT&T, TESCO & more.

RoundGlass Gympik has been doing the rounds in the news for its astounding success in the fitness space & has been highlighted by TOI, Live Mint, ET, YourStory, NDTV, The Quint, BW Disrupt, Hindu Business Line, The Hindu, GQ India, Quartz India etc.

If you too have the potential to think out of the box, a wish to grow, and build a career with this high-growth startup while empowering people to reach their fitness goals, join us!

For Business,Partnership & Press/Media enquiries: contact@gympik.com",,3715096,"2023-10-02T16:49:53.000Z","Yoga, Pilates, Employee Wellness, Corporate Wellness, Zumba, Personal Trainer, Fitness Coaching, Fitness and Wellness, Diet Plans, Club Management Software, Fitness marketing, Fitness Content, Fitness Discovery, Gyms & Fitness Studios, Hyper Local Content, Trainers & Dieticians, Trusted Online Fitness Membership Selling Platform","gympik.com","gympik-health-solutions-pvt-ltd","IN","11-50 employees","RoundGlass Gympik","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",11,"http://linkedin.com/company/gympik-health-solutions-pvt-ltd"
"With a mission to help industries become sustainable by converting data to actionable intelligence, our AI+IoT based technology helps our customers spend less time collecting and analyzing data by predicting results and driving value in real-time. Our technology has been assuring performance and significantly reducing operating costs, as well as, reducing water and energy footprints for our customers.

For more information about Haber, please visit us at www.haberwater.com or follow us on twitter.com/haber_tech",,13237325,"2023-10-02T16:49:53.000Z","Sugar, Dairy, Steel, Paper, Brewery, Distillery","haberwater.com","haber-tech","IN","51-200 employees","Haber","Baner , Maharashtra","2023-10-02T17:10:50.103Z",166,"https://www.linkedin.com/company/haber-tech/"
"Habitate is a no-code community platform that helps brands build communities on both app and website. Our clientele is spread across ed-tech, SaaS, FinTech companies from India. 

Habitate is founded by Deepak and co-founded by Venkat and Naveen in Dec 2019. We are a Chennai based startup backed by the First cheque VC and other angel investors. 

Our vision is to help brands build happy and successful communities. We are also building a community of community enthusiasts and leaders at www.communitycoldcoffee.com and discussing community building every Saturday with #CMGRs and #CommunityLeaders https://calendly.com/habitateio/communitycoldcoffee  

Wanna learn about community building through our newsletter? Subscribe to https://www.getrevue.co/profile/CommunityColdCoffee","Information Technology and Services",30230072,"2023-10-02T16:49:53.000Z","","habitate.io","habitate-io","IN","2-10 employees","Habitate","Chennai, Tamil Nadu","2023-10-02T17:10:50.103Z",31,"https://linkedin.com/company/habitate-io"
"HaikuJAM is a mobile game that promotes self-care through collaborative writing. The app is used by ~1M people across 163 countries. It has been profiled in Vice, The New York Times, BBC, Forbes, The Guardian, The Huffington Post amongst others. Alongside the app, HaikuJAM runs a community and arts space, a gift shop and hosts events around the world for as many as 3000 people.

In January 2020, HaikuJAM raised $3.4M from Lightbox Ventures, Social Capital, and others, to supercharge its new product, INSPO - the world's fastest consumer research tool. The private beta is already inspiring Baskin Robbins, Tinder, Barbie, Nivea Men, Dentsu and more. INSPO is launching in 2020. Brands can join the waitlist at inspo.haikujam.com

Born in London and now based in a colourful cottage in Mumbai, HaikuJAM is led by an international team that's on a mission to unleash inspiration.","Technology, Information and Internet",3184680,"2023-10-02T16:49:53.000Z","","haikujam.com","haikujam","IN","11-50 employees","HaikuJAM","Mumbai, Maharashtra","2023-10-02T17:10:50.103Z",3,"http://linkedin.com/company/haikujam"
"Haltdos promises an intelligent WAF & DDoS mitigation service with multi-layered security to online businesses requiring zero management. It is a self-learning solution that continuously learns and adapts network/website traffic and provides real-time and historical insights with stunning visualization. It also provides attack alerts and notifications, attack signatures, customer misbehavior, and audit trail.

Website: https://www.haltdos.com/
Email: info@haltdos.com
Request for free demo: https://www.haltdos.com/demo","Computer and Network Security",10236952,"2023-10-02T16:49:53.000Z","Network Security, DDoS Mitigation, Web Application Firewall, cloud security, DDoS Protection, application security, Website Security, Web Application Security, WAF, API Gateway, web filtering, DNS security, Application delivery controller, cloud waf, Anti-DDoS solution, Anti-bot protection, Link load balancer, Web security scanner, api protection services, best waf solution, cloud DDoS, global server load balancer, owasp top 10 vulnerabilities","haltdos.com","haltdos","IN","11-50 employees","Haltdos","Noida, Uttar Pradesh","2023-10-02T17:10:50.103Z",24,"http://linkedin.com/company/haltdos"
"We are HandyHome, a family of enthusiastic and motivated individuals. We have come together to solve problems that concern every household in the country. Since functioning of a household is becoming increasingly dependent on electronic gadgets, we offer a wonderful tool to resolve worries, fix devices and other help regarding electronics. With a vision to satisfy end-to-end worries, the HandyHome App. provides users with a wide range of features. These include ordering repairs from the brands directly, self-help guides, storing of your bill copy and device details. 

Have a look at the Android App: https://play.google.com/store/apps/details?id=com.handyhomeapp

Started by a group of IIT Bombay graduates, we host outstanding talent and provide a wonderful culture for our team to cultivate really good and helpful skills. We strongly believe in our people and work towards a holistic development. Join hands with us on our journey to accomplish the vision of a comfortable and a happy household.","Consumer Services",9326295,"2023-10-02T16:49:53.000Z","Electronic Repairs, Preventive services, Bill/warranty card storage, Self-help and guides on electronics","handyhome.in","handyhome","IN","11-50 employees","HandyHome (Acquired by UrbanClap)","Mumbai, Maharashtra","2023-10-02T17:10:50.103Z",14,"http://linkedin.com/company/handyhome"
"Company Overview - We are the developers with the passion of making India play by creating games for them with localized regional based content. We are focused on delivering the best gaming experience with low file size. We target Indian Audience across the world with engaging game play to create amazingly fun mobile games for every Indian!

Our Mission - Making games for the Indian App Marketplace with the focus of being vernacular in presentation as well in content for Indians","Computer Games",13237103,"2023-10-02T16:49:53.000Z","","happyadda.com","happy-adda-studios-pvt-ltd","IN","11-50 employees","Happy Adda Studios Pvt Ltd","Bengaluru,, Karnataka","2023-10-02T17:10:50.103Z",21,"http://www.linkedin.com/company/happy-adda-studios-pvt-ltd"
"Harmoney is building technology to improve access, transparency, and efficiency in bond markets. Our team has previously worked at Goldman Sachs, Tata Capital, Paysense and from premier institutes such as IITs and Purdue.

Harmoney is backed by Y Combinator (W22 batch).","Capital Markets",31327283,"2023-10-02T16:49:53.000Z","","harmoney.in","harmoney","IN","2-10 employees","Harmoney","Mumbai, Maharashtra","2023-10-02T17:10:50.103Z",27,"https://linkedin.com/company/harmoney"
"hasgeek.com is a platform for practitioners to share their learnings and collaborate.","Technology, Information and Internet",1504524,"2023-10-02T16:49:53.000Z","cloud, nutrition, publishing, community, health, fitness, android, design, conference, workshop, events, content, big data, fintech, payments, geeks, unconference, geekup","hasgeek.com","hasgeek","IN","11-50 employees","Hasgeek","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",15,"http://linkedin.com/company/hasgeek"
"Indias most widely used Customer Engagement Platform for hospitality and retail businesses.

Hashtag Loyalty enables businesses to grow by building customer loyalty, improving retention and increasing revenue.
How?
Capture - Understand - Engage.
Capture first-party customer data via experience enhancing touchpoints such as a Loyalty Program, Feedback or Reservation System.
Understand collected data via simplified, actionable insights on customer behaviour and activity
Engage customers at scale in an automated, highly personalized and human manner.
All of the above through a simple, plug-play and affordable solution.

Hashtag Loyalty has enabled over 3 million transactions across 2 million customers at 1000+ businesses including the likes of The Belgian Waffle Co., Massive Restaurants, Apsara Ice Creams, Smaaash and more.

Founded by Dhruv Dewan, Karan Chechani and Krishi Fagwani in 2014, Hashtag Loyalty is backed by Ahimsa Capital & thinQbate ventures.","IT Services and IT Consulting",4789963,"2023-10-02T16:49:53.000Z","Loyalty, Marketing Automation, Customer Segmentation, Customer Engagement, CRM, Customer Analytics, Marketing Cloud, Retail Technology, Feedback Management, Reservations Management","hashtagloyalty.com","hashtag-loyalty","IN","11-50 employees","Hashtag Loyalty","Mumbai, Maharashtra","2023-10-02T17:10:50.103Z",12,"https://linkedin.com/company/hashtag-loyalty/about"
"Hate2waits vision is to help people not waste their valuable time in queues by building an accurate prediction engine for waiting time.  Globally, People waste above 350 billion frustrating hours annually waiting with uncertainty in queues. This is partly because businesses have been using inefficient and dumb tools like paper lists, traditional appointment softwares, paper ticket LED displays to manage their customers. We strongly believe that we can use technology to build tools to solve this problem and help people save time and frustration, and make this world a better place to live in.",,6468001,"2023-10-02T16:49:53.000Z","","hate2wait.io","hate2wait","IN","11-50 employees","hate2wait","Gurgaon, Haryana","2023-10-02T17:10:50.103Z",,"http://linkedin.com/company/hate2wait"
"We at Haystack are building state-of-the-art genomics technology for accurate personalized clinical decisions. Our innovations make genomics to work for clinicians, hospitals and labs with scalable, affordable and easy to onboard solutions.

We are keen on empowering healthcare experts to save lives faster and better. 
Easy to induct and easy to manage, Haystack's products do not need upskilling to be onboarded. 
Accessible nationwide, we are bringing genomics to your fingertips.

We are a technology platform for hospitals and diagnostics labs to provide genomic diagnostics to their clinicians and patients. We build, validate and offer tests that accurately identify the condition of the patient and the tests are brought to you by our most trusted partners.

Our technology benefits everyone. With our easy to set up genomic testing platform, our partner hospitals and diagnostic labs provide accurate reporting for their patients. These reports are based on genomic analysis, and are readily usable by the clinicians.",,14718139,"2023-10-02T16:49:53.000Z","Diagnostics, Drug Discovery, Genomics, Machine Learning, Training and Education, Infectious Diseases, Tuberculosis, Healthcare Data","haystackanalytics.in","haystackanalytics","IN","2-10 employees","HaystackAnalytics","Mumbai","2023-10-02T17:10:50.103Z",60,"https://www.linkedin.com/company/haystackanalytics/"
"Healofy, India's most loved Mother & Child Care App, started in 2016 with a clear mission to understand the real challenges of motherhood. This unique understanding has allowed us to deeply connect with expectant and new parents, making us their trusted choice. We continuously innovate to meet their specific needs, making us their go-to platform.

But we didn't stop at being a mere Q&A platform. Today, we proudly stand as a thriving community of over 2 Cr+ mothers, with a staggering 6 Lac+ DAUs (Daily Active Users). Within this vibrant community, mothers not only share their experiences but open the doors to their lives, creating an atmosphere of genuine connection and support. Our grand status as the largest community of moms in India resonates across nine different languages, creating a warm, welcoming & homely experience for all the mothers. 

Yet, Healofy is more than just an app. We are an inseparable part of every mother's incredible journey through pregnancy and parenting. With an extensive library of over 10,000 relatable resources, free doctor consultations that ease even the tiniest concerns, and a treasure trove of helpful home remedies and tips for both mom and baby, we offer comprehensive and personalised support. Our ingenious baby growth tracker takes the bond between mother and child to new heights, making every interaction feel like an enchanting conversation.

After immersing ourselves in the world of motherhood for 6 transformative years, we have introduced our very own range of Healofy Products. These products are designed specifically for mothers and babies, prioritising safety, security, and effectiveness, giving mothers confidence to use them for themselves and their little ones.

At Healofy, we are more than just a brand  we are a dedicated tribe of mothers, experts, and enthusiasts who walk this transformative journey alongside you and ensure that no mother ever feels alone.",,13625885,"2023-10-02T16:49:53.000Z","","healofy.com","healofy","IN","201-500 employees","Healofy","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",146,"https://linkedin.com/company/healofy"
"Improve your clinical outcomes and keep
your healthcare workers safe with digital hospital solutions","Hospitals and Health Care",40661505,"2023-10-02T16:49:53.000Z","","healthsensei.co.in","healthsensei","IN","2-10 employees","Health Sensei","Chennai, Tamil Nadu","2023-10-02T17:10:50.103Z",5,"https://linkedin.com/company/healthsensei/about"
"HealthAssure is Indias largest Primary Healthcare aggregator with a comprehensive network of 4,500+ centres, set up across 1,300+ cities. Founded in 2011, it aspires to make healthcare and wellness accessible and comprehensible for both corporates and individuals across the country through it's endeavour to create a healthier tomorrow. 

HealthAssure is consumerising healthcare by designing network-based primary healthcare products. It offers a diverse range of services through a fully integrated, digitized platform that addresses the varying needs of the diverse stakeholders. From finding a healthcare provider to booking an appointment, in-person, online and telephonic doctor consultations, health check-ups, home care services, lab testing, doctor coaches, fitness trainers and gyms - it provides the entire spectrum of primary care experience.

HealthAssure actively engages with organisations, including Fortune 500 companies for end-to-end management of employees, assessment of healthcare gaps/risks, and providing access to a high-quality, trusted and discounted primary care network. HealthAssure also services top insurance companies to help their customers with pre-policy check-ups and other diagnosis.

In line with the company's philosophy to cover the journey from 'Illness to Wellness', HealthAssure recently acquired FitMeIn - an on-demand fitness subscription service in May 2020. With this, it will integrate the offerings of both the brands under a single umbrella thereby extending their services from primary care to include preventive care through fitness and lifestyle choices.

The company has extended its services to more than 2mn+ customers and targets to serve millions more in the coming year.  

The application is available as a web portal - www.healthassure.in and as a mobile app across iOS/Android.","Wellness and Fitness Services",10256570,"2023-10-02T16:49:53.000Z","Primary Care Medical Network","healthassure.in","healthassure","IN","201-500 employees","HealthAssure","Mumbai, Maharashtra","2023-10-02T17:10:50.103Z",298,"https://www.linkedin.com/company/healthassure"
"EHR.Network is a data-first platform powered by openEHR for various stakeholders of the healthcare ecosystem. EHR.Network unlocks data value by making it accessible and inter-operable for companies and individuals to generate insights, securely within and across organizations. Value creation is linked to data access and use. Value is generated by the insights resulting from asking better questions of data - whether it belongs to companies themselves or to others with whom they can partner.

We are an open standards based Healthcare Information Platform. It is aligned to EHR standards and is designed to accept data from any source, normalize them and present them as an integrated, comprehensive EHR data of a person. This person centric EHR data is intended to be freely shareable with any person authorized to view it. The platform provides open APIs and SDKs to enable third parties to develop healthcare related applications that leverage the EHR data on the platform to provide enhanced services.","IT Services and IT Consulting",7799127,"2023-10-02T16:49:53.000Z","Electronic Health Records (EHR), Healthcare Information Platform, Nutrition management platform, Open APIs & SDKs, Standards Compliant Platform, Wellness management platform, Healthcare experience management","ehr.network","ehrnetwork","IN","11-50 employees","EHR.Network","Bangalore, Karnataka","2023-10-02T17:10:50.103Z",9,"https://www.linkedin.com/company/healthelife-platform"
"HealthMir helps you come together with a community of similar health users, health experts and doctors and who guide, support and motivate each other towards a better health.
We enable all through our proprietary tools to effectively search, create and share information with each other.","Wellness and Fitness Services",6594993,"2023-10-02T16:49:53.000Z","Social Community, Health Support, Health Expert Guidance, Health Meetings","healthmir.com","healthmir","IN","2-10 employees","HealthMir","New Delhi, Delhi","2023-10-02T17:10:50.103Z",4,"http://linkedin.com/company/healthmir"
"Helppr helps global learners with tailored & adaptive study plans to manage self-study.  We leverage the power of modern technology and the prowess of the self-learner community to map the already available content on the web into micro study plans that actually work.  Helppr, with the help of AI, is aiming to curate the Internet into a personalised learning plan and is backed by 100X.VC.

Follow us:
instagram.com/usehelppr
facebook.com/usehelppr
twitter.com/usehelppr",,66924061,"2023-10-02T16:49:53.000Z","","helppr.ai","usehelppr","IN","2-10 employees","Helppr","Delhi, Delhi","2023-10-02T17:10:50.103Z",2,"https://in.linkedin.com/company/usehelppr"
